"YEAR","NEWCOURSECODE","NEWCOURSETITLE","STUDYLEVEL","COMMUTELENGTH","ACCOMMODATIONTYPE","CAMPUSPOSTCODE","AVERAGEMODULEMARK","PERCENTAGEATTENDANCE","DEGREETYPE","DEGREECLASS"
"2016/17","BSBIS01F","BSc Business Information Systems FT","Level 6",10.03,"Commuter","W1W 6XH",54,26.42,"BSc","2:ii"
"2016/17","BSACC01F","BSc Accounting FT","Level 6",4.21,"Other inc. Private Halls","NW1 5LS",50,23.08,"BSc","2:ii"
"2017/18","BAPIR03F","BA Politics and International Relations FT","Level 4",10.48,"Commuter","W1B 2HW",60,61.76,"BA","2:i"
"2017/18","BACRI01F","BA Criminology FT","Level 4",17.57,"Unknown","W1B 2HW",62,71.43,"BA","2:i"
"2017/18","BSCSS02F","BSc Computer Science FT","Level 4",4.37,"Commuter","W1W 6XH",68,89.71,"BSc","2:i"
"2016/17","BAMRK02F","BA Marketing Communications FT","Level 4",8.02,"Commuter","NW1 5LS",55,68.92,"BA","2:ii"
"2017/18","BAMRK02F","BA Marketing Communications FT","Level 5",8.02,"Commuter","NW1 5LS",50,58.11,"BA","2:ii"
"2016/17","BSPSY02F","BSc Psychology FT","Level 4",7.37,"Other inc. Private Halls","W1W 6XH",3,19.48,"BSc","3rd"
"2016/17","BAADS03F","BA Illustration and Visual Communication FT","Level 5",0.61,"Other inc. Private Halls","HA1 3TP",61,17.14,"BA","2:i"
"2017/18","BAADS03F","BA Illustration and Visual Communication FT","Level 6",0.97,"Other inc. Private Halls","HA1 3TP",56,4.88,"BA","2:ii"
"2017/18","BATFM01F","BA Film FT","Level 4",0.59,"UoW Halls","HA1 3TP",67,22.58,"BA","2:i"
"2016/17","BAPIR01F","BA International Relations and Development FT","Level 5",4.35,"Commuter","W1B 2HW",62,58.33,"BA","2:i"
"2017/18","BAPIR01F","BA International Relations and Development FT","Level 6",4.35,"Commuter","W1B 2HW",62,72.55,"BA","2:i"
"2017/18","BAARC02F","BA Interior Architecture FT","Level 4",2.9,"Other inc. Private Halls","NW1 5LS",52,56.04,"BA","2:ii"
"2017/18","BATOE02F","BA Tourism Planning and Management FT","Level 6",2.21,"Commuter","NW1 5LS",66,57.63,"BA","2:i"
"2017/18","BSPSY01F","BSc Cognitive and Clinical Neuroscience FT","Level 6",5.21,"Other inc. Private Halls","W1W 6XH",71,24.62,"BSc","1st"
"2016/17","BAJMC05F","BA Radio and Digital Production FT","Level 4",6.81,"Unknown","HA1 3TP",11,14.29,"BA","3rd"
"2016/17","BABSM06F","BA Business Management FT","Level 5",1.07,"Other inc. Private Halls","NW1 5LS",49,35.63,"BA","3rd"
"2017/18","BABSM06F","BA Business Management FT","Level 6",1.07,"Other inc. Private Halls","NW1 5LS",50,27.27,"BA","2:ii"
"2016/17","BATFM01F","BA Film FT","Level 5",0.7,"Other inc. Private Halls","HA1 3TP",68,22.11,"BA","2:i"
"2017/18","BATFM01F","BA Film FT","Level 6",0.7,"Other inc. Private Halls","HA1 3TP",70,13.16,"BA","1st"
"2016/17","BAADS04F","BA Fine Art Mixed Media FT","Level 5",0.59,"UoW Halls","HA1 3TP",60,15.48,"BA","2:i"
"2017/18","BAADS04F","BA Fine Art Mixed Media FT","Level 6",0.67,"Other inc. Private Halls","HA1 3TP",65,34.74,"BA","2:i"
"2017/18","BSCPM02F","BSc Herbal Medicine FT","Level 4",9.25,"UoW Halls","W1W 6XH",66,63.64,"BSc","2:i"
"2017/18","BAARC01F","BA Architecture FT","Level 4",1.5,"Other inc. Private Halls","NW1 5LS",72,38.32,"BA","1st"
"2016/17","BSACC01F","BSc Accounting FT","Level 6",2.33,"Other inc. Private Halls","NW1 5LS",58,58.43,"BSc","2:ii"
"2016/17","BSPOC07F","BSc Real Estate FT","Level 4",3.46,"Other inc. Private Halls","NW1 5LS",59,45.33,"BSc","2:ii"
"2017/18","BSPOC07F","BSc Real Estate FT","Level 5",3.46,"Other inc. Private Halls","NW1 5LS",59,44.9,"BSc","2:ii"
"2016/17","BABSM06F","BA Business Management FT","Level 6",8.38,"Other inc. Private Halls","NW1 5LS",58,69.23,"BA","2:ii"
"2016/17","BAPHT01F","BA Contemporary Media Practice FT","Level 4",0.59,"UoW Halls","HA1 3TP",57,25.3,"BA","2:ii"
"2017/18","BAPHT01F","BA Contemporary Media Practice FT","Level 5",4.81,"Other inc. Private Halls","HA1 3TP",56,15.28,"BA","2:ii"
"2016/17","BAFAS02F","BA Fashion Design FT","Level 6",0.54,"Other inc. Private Halls","HA1 3TP",62,0,"BA","2:i"
"2017/18","BSPOC07F","BSc Real Estate FT","Level 4",3.96,"Commuter","NW1 5LS",61,72.55,"BSc","2:i"
"2016/17","BMMUS01F","BMus Commercial Music Performance FT","Level 5",2.13,"Other inc. Private Halls","HA1 3TP",62,40.28,"BMus","2:i"
"2017/18","BMMUS01F","BMus Commercial Music Performance FT","Level 6",2.13,"Other inc. Private Halls","HA1 3TP",64,4.69,"BMus","2:i"
"2016/17","BAPIR03F","BA Politics and International Relations FT","Level 4",4.11,"Commuter","W1B 2HW",69,72,"BA","2:i"
"2017/18","BATOE02F","BA Tourism Planning and Management FT","Level 6",11.9,"Unknown","NW1 5LS",60,53.33,"BA","2:i"
"2016/17","BSNUT01F","BSc Human Nutrition FT","Level 5",8.24,"Commuter","W1W 6XH",52,39.29,"BSc","2:ii"
"2017/18","BSNUT01F","BSc Human Nutrition FT","Level 6",8.24,"Commuter","W1W 6XH",66,52.38,"BSc","2:i"
"2017/18","BSPOC07F","BSc Real Estate FT","Level 4",5.72,"Commuter","NW1 5LS",43,53.85,"BSc","3rd"
"2016/17","BSFIN01F","BSc Finance FT","Level 5",16.41,"Commuter","NW1 5LS",57,81.58,"BSc","2:ii"
"2017/18","BSFIN01F","BSc Finance FT","Level 6",16.41,"Commuter","NW1 5LS",54,73.08,"BSc","2:ii"
"2017/18","BSCSS02F","BSc Computer Science FT","Level 4",2.7,"Other inc. Private Halls","W1W 6XH",79,42.03,"BSc","1st"
"2016/17","BSPSY02F","BSc Psychology FT","Level 5",8.89,"Commuter","W1W 6XH",57,60.53,"BSc","2:ii"
"2017/18","BSPSY02F","BSc Psychology FT","Level 6",8.89,"Commuter","W1W 6XH",65,49.09,"BSc","2:i"
"2017/18","BAARC02F","BA Interior Architecture FT","Level 4",28.5,"Unknown","NW1 5LS",47,43.96,"BA","3rd"
"2017/18","BSPOC01F","BSc Architectural Technology FT","Level 4",3.46,"Other inc. Private Halls","NW1 5LS",60,74,"BSc","2:i"
"2017/18","BSACC01F","BSc Accounting FT","Level 4",13.48,"Commuter","NW1 5LS",51,43.02,"BSc","2:ii"
"2016/17","BABSM06F","BA Business Management FT","Level 6",14.2,"Unknown","NW1 5LS",73,47.06,"BA","1st"
"2016/17","BSBIS01F","BSc Business Information Systems FT","Level 6",3.29,"Commuter","W1W 6XH",62,26.56,"BSc","2:i"
"2017/18","BAPIR04F","BA Politics FT","Level 4",4.76,"Commuter","W1B 2HW",66,53.03,"BA","2:i"
"2017/18","BAMRK01F","BA International Marketing FT","Level 4",1.73,"Other inc. Private Halls","NW1 5LS",66,75.9,"BA","2:i"
"2016/17","BABSM06F","BA Business Management FT","Level 4",6.07,"UoW Halls","NW1 5LS",66,63.22,"BA","2:i"
"2017/18","BAFAS06F","BA Fashion Marketing and Promotion FT","Level 4",0.59,"UoW Halls","HA1 3TP",34,26.25,"BA","3rd"
"2017/18","BABSM07F","BA International Business FT","Level 4",5.65,"Other inc. Private Halls","NW1 5LS",52,69.86,"BA","2:ii"
"2016/17","BABSM07F","BA International Business FT","Level 5",0,"UoW Halls","NW1 5LS",50,64.71,"BA","2:ii"
"2017/18","BABSM07F","BA International Business FT","Level 6",0,"UoW Halls","NW1 5LS",65,74.19,"BA","2:i"
"2016/17","BAARC01F","BA Architecture FT","Level 4",11.54,"Commuter","NW1 5LS",56,52.22,"BA","2:ii"
"2017/18","BAARC01F","BA Architecture FT","Level 5",11.54,"Commuter","NW1 5LS",52,15.58,"BA","2:ii"
"2016/17","BSPSY02F","BSc Psychology FT","Level 5",15.29,"Commuter","W1W 6XH",70,61.04,"BSc","1st"
"2017/18","BSPSY02F","BSc Psychology FT","Level 6",15.29,"Commuter","W1W 6XH",70,74.55,"BSc","1st"
"2016/17","BSCSS02F","BSc Computer Science FT","Level 5",4.14,"Commuter","W1W 6XH",75,48.98,"BSc","1st"
"2017/18","BSCSS02F","BSc Computer Science FT","Level 6",4.14,"Commuter","W1W 6XH",80,54.39,"BSc","1st"
"2017/18","BAARC01F","BA Architecture FT","Level 4",11.27,"Commuter","NW1 5LS",58,57.01,"BA","2:ii"
"2016/17","BAMRK03F","BA Marketing Management FT","Level 4",1.81,"Other inc. Private Halls","NW1 5LS",67,94.59,"BA","2:i"
"2017/18","BAMRK03F","BA Marketing Management FT","Level 5",1.81,"Other inc. Private Halls","NW1 5LS",68,90.28,"BA","2:i"
"2016/17","BABSM06F","BA Business Management FT","Level 6",4.98,"Commuter","NW1 5LS",24,3.92,"BA","3rd"
"2016/17","BSACC01F","BSc Accounting FT","Level 6",7.72,"Commuter","NW1 5LS",57,60.67,"BSc","2:ii"
"2016/17","BSBMS01F","BSc Biomedical Sciences FT","Level 5",12.24,"Unknown","W1W 6XH",42,43.02,"BSc","3rd"
"2017/18","BAPIR02F","BA International Relations FT","Level 4",6.56,"Commuter","W1B 2HW",49,54.29,"BA","3rd"
"2017/18","BABSM07F","BA International Business FT","Level 6",9.22,"Commuter","NW1 5LS",67,33.78,"BA","2:i"
"2016/17","BABSM06F","BA Business Management FT","Level 5",10.83,"Commuter","NW1 5LS",46,40.23,"BA","3rd"
"2017/18","BABSM06F","BA Business Management FT","Level 6",10.83,"Commuter","NW1 5LS",43,42.25,"BA","3rd"
"2016/17","BSPSY02F","BSc Psychology FT","Level 5",8.79,"Commuter","W1W 6XH",61,46.67,"BSc","2:i"
"2016/17","BABSM06F","BA Business Management FT","Level 4",9.93,"Other inc. Private Halls","NW1 5LS",51,72.73,"BA","2:ii"
"2017/18","BABSM06F","BA Business Management FT","Level 5",9.93,"Other inc. Private Halls","NW1 5LS",46,50.62,"BA","3rd"
"2017/18","BABSM06F","BA Business Management FT","Level 4",0.83,"Other inc. Private Halls","NW1 5LS",59,50,"BA","2:ii"
"2016/17","BSMGM01F","BSc Computer Games Development FT","Level 6",12.13,"Unknown","W1W 6XH",64,60.27,"BSc","2:i"
"2016/17","BAMUS01F","BA Commercial Music FT","Level 6",6.17,"Other inc. Private Halls","HA1 3TP",65,12.07,"BA","2:i"
"2016/17","BABSM06F","BA Business Management FT","Level 4",1.58,"Commuter","NW1 5LS",0,0,"BA","3rd"
"2016/17","BSPOC06F","BSc Quantity Surveying and Commercial Management FT","Level 6",10.98,"Other inc. Private Halls","NW1 5LS",70,78,"BSc","1st"
"2016/17","BSFIN01F","BSc Finance FT","Level 6",6.27,"Other inc. Private Halls","NW1 5LS",83,75.56,"BSc","1st"
"2017/18","BAFAS01F","BA Fashion Buying Management FT","Level 4",0.59,"UoW Halls","HA1 3TP",57,61.11,"BA","2:ii"
"2016/17","BSPOC06F","BSc Quantity Surveying and Commercial Management FT","Level 5",2.54,"Other inc. Private Halls","NW1 5LS",45,50,"BSc","3rd"
"2016/17","BSCSS02F","BSc Computer Science FT","Level 6",7.01,"Other inc. Private Halls","W1W 6XH",85,49.28,"BSc","1st"
"2016/17","BAARC01F","BA Architecture FT","Level 5",8.06,"Other inc. Private Halls","NW1 5LS",58,47.89,"BA","2:ii"
"2017/18","BAARC01F","BA Architecture FT","Level 6",8.06,"Other inc. Private Halls","NW1 5LS",52,14.12,"BA","2:ii"
"2016/17","BACRI01F","BA Criminology FT","Level 6",20.14,"Unknown","W1B 2HW",56,55,"BA","2:ii"
"2016/17","BSACC01F","BSc Accounting FT","Level 5",7.79,"Commuter","NW1 5LS",73,32.56,"BSc","1st"
"2016/17","BSBMS01F","BSc Biomedical Sciences FT","Level 5",9.09,"Commuter","W1W 6XH",69,84.29,"BSc","2:i"
"2017/18","BSBMS01F","BSc Biomedical Sciences FT","Level 6",9.09,"Commuter","W1W 6XH",70,54.55,"BSc","1st"
"2016/17","BATOE02F","BA Tourism Planning and Management FT","Level 6",6.38,"Other inc. Private Halls","NW1 5LS",68,33.8,"BA","2:i"
"2016/17","BAPIR02F","BA International Relations FT","Level 4",7,"Commuter","W1B 2HW",60,50,"BA","2:i"
"2017/18","BAPHT01F","BA Contemporary Media Practice FT","Level 4",2.59,"Commuter","HA1 3TP",68,38.89,"BA","2:i"
"2017/18","BAHIS03F","BA History FT","Level 4",12.35,"Commuter","W1B 2HW",54,62.12,"BA","2:ii"
"2016/17","BLLAW02F","LLB Law FT","Level 5",12.25,"Commuter","W1B 2HW",52,63.83,"LLB","2:ii"
"2017/18","BLLAW02F","LLB Law FT","Level 6",12.25,"Commuter","W1B 2HW",59,64.79,"LLB","2:ii"
"2016/17","BAPIR04F","BA Politics FT","Level 6",3.8,"Other inc. Private Halls","W1B 2HW",57,47.3,"BA","2:ii"
"2016/17","BABSM06F","BA Business Management FT","Level 5",3.34,"Other inc. Private Halls","NW1 5LS",68,57.73,"BA","2:i"
"2017/18","BABSM06F","BA Business Management FT","Level 6",3.35,"Other inc. Private Halls","NW1 5LS",70,56.99,"BA","1st"
"2016/17","BSBMS02F","BSc Human and Medical Science FT","Level 5",8.18,"Commuter","W1W 6XH",56,45.59,"BSc","2:ii"
"2017/18","BSBMS02F","BSc Human and Medical Science FT","Level 6",8.18,"Commuter","W1W 6XH",56,13.64,"BSc","2:ii"
"2016/17","BLLAW02F","LLB Law FT","Level 5",11.93,"Commuter","W1B 2HW",53,30.85,"LLB","2:ii"
"2017/18","BLLAW02F","LLB Law FT","Level 6",11.93,"Commuter","W1B 2HW",58,44.26,"LLB","2:ii"
"2017/18","BSPSY02F","BSc Psychology FT","Level 4",6.64,"Other inc. Private Halls","W1W 6XH",54,45.07,"BSc","2:ii"
"2017/18","BSPSY02F","BSc Psychology FT","Level 4",2.83,"Commuter","W1W 6XH",64,80.28,"BSc","2:i"
"2017/18","BAPIR03F","BA Politics and International Relations FT","Level 4",2.59,"Commuter","W1B 2HW",58,39.71,"BA","2:ii"
"2016/17","BAHIS03F","BA History FT","Level 5",9.09,"Commuter","W1B 2HW",59,68.52,"BA","2:ii"
"2017/18","BAHIS03F","BA History FT","Level 6",9.09,"Commuter","W1B 2HW",64,60.71,"BA","2:i"
"2016/17","BACRI01F","BA Criminology FT","Level 4",4.64,"Commuter","W1B 2HW",45,78.12,"BA","3rd"
"2017/18","BACRI01F","BA Criminology FT","Level 5",8.57,"Other inc. Private Halls","W1B 2HW",52,45,"BA","2:ii"
"2016/17","BSPOC05F","BSc Property and Planning FT","Level 4",29.8,"Unknown","NW1 5LS",48,84,"BSc","3rd"
"2017/18","BSPOC05F","BSc Property and Planning FT","Level 5",29.8,"Unknown","NW1 5LS",53,67.35,"BSc","2:ii"
"2016/17","BAPIR03F","BA Politics and International Relations FT","Level 6",1.21,"Commuter","W1B 2HW",68,46.58,"BA","2:i"
"2016/17","BSPSY01F","BSc Cognitive and Clinical Neuroscience FT","Level 4",8,"Commuter","W1W 6XH",68,79.17,"BSc","2:i"
"2017/18","BSPSY01F","BSc Cognitive and Clinical Neuroscience FT","Level 5",8,"Commuter","W1W 6XH",70,89.86,"BSc","1st"
"2017/18","BAJMC02F","BA Journalism FT","Level 4",0.59,"UoW Halls","HA1 3TP",67,55.56,"BA","2:i"
"2016/17","BAADS03F","BA Illustration and Visual Communication FT","Level 6",0.67,"Other inc. Private Halls","HA1 3TP",79,8.33,"BA","1st"
"2016/17","BABSM06F","BA Business Management FT","Level 5",0.53,"Other inc. Private Halls","NW1 5LS",56,68.6,"BA","2:ii"
"2017/18","BABSM06F","BA Business Management FT","Level 6",0.74,"Other inc. Private Halls","NW1 5LS",70,79.45,"BA","1st"
"2017/18","BACRI01F","BA Criminology FT","Level 4",7.83,"Commuter","W1B 2HW",59,68.57,"BA","2:ii"
"2016/17","BATFM01F","BA Film FT","Level 5",0.97,"Other inc. Private Halls","HA1 3TP",67,21.05,"BA","2:i"
"2017/18","BATFM01F","BA Film FT","Level 6",0.97,"Other inc. Private Halls","HA1 3TP",67,5,"BA","2:i"
"2016/17","BACRI02F","BA Sociology and Criminology FT","Level 5",10.44,"Commuter","W1B 2HW",49,45.83,"BA","3rd"
"2016/17","BLLAW02F","LLB Law FT","Level 5",6.72,"Other inc. Private Halls","W1B 2HW",57,39.36,"LLB","2:ii"
"2017/18","BLLAW02F","LLB Law FT","Level 6",23.86,"Unknown","W1B 2HW",69,67.74,"LLB","2:i"
"2016/17","BAADS04F","BA Fine Art Mixed Media FT","Level 4",0.59,"UoW Halls","HA1 3TP",75,82.41,"BA","1st"
"2016/17","BSCON02F","BSc Computer Network Security FT","Level 6",5.3,"Commuter","W1W 6XH",58,45.54,"BSc","2:ii"
"2016/17","BLLAW02F","LLB Law FT","Level 4",1.41,"Other inc. Private Halls","W1B 2HW",46,63.92,"LLB","3rd"
"2017/18","BLLAW02F","LLB Law FT","Level 5",1.41,"Other inc. Private Halls","W1B 2HW",50,52.38,"LLB","2:ii"
"2016/17","BAADS02F","BA Graphic Communication Design FT","Level 5",10.86,"Other inc. Private Halls","HA1 3TP",75,9.59,"BA","1st"
"2017/18","BAADS02F","BA Graphic Communication Design FT","Level 6",10.86,"Other inc. Private Halls","HA1 3TP",75,27.78,"BA","1st"
"2016/17","BACRI01F","BA Criminology FT","Level 6",159.02,"Unknown","W1B 2HW",62,57.63,"BA","2:i"
"2016/17","BSMGM01F","BSc Computer Games Development FT","Level 6",2.97,"Other inc. Private Halls","W1W 6XH",68,52.38,"BSc","2:i"
"2016/17","BLLAW02F","LLB Law FT","Level 6",15.37,"Commuter","W1B 2HW",67,76.34,"LLB","2:i"
"2017/18","BSCSS02F","BSc Computer Science FT","Level 4",7.36,"Commuter","W1W 6XH",71,94.12,"BSc","1st"
"2017/18","BSPSY02F","BSc Psychology FT","Level 4",27.71,"Unknown","W1W 6XH",50,73.61,"BSc","2:ii"
"2016/17","BAPIR02F","BA International Relations FT","Level 6",6.1,"Other inc. Private Halls","W1B 2HW",53,49.02,"BA","2:ii"
"2016/17","BAMRK03F","BA Marketing Management FT","Level 4",6.07,"UoW Halls","NW1 5LS",64,81.08,"BA","2:i"
"2017/18","BAMRK03F","BA Marketing Management FT","Level 5",1.78,"Other inc. Private Halls","NW1 5LS",59,21.92,"BA","2:ii"
"2016/17","BMMUS01F","BMus Commercial Music Performance FT","Level 6",1.93,"Unknown","HA1 3TP",62,26.42,"BMus","2:i"
"2016/17","BACRI01F","BA Criminology FT","Level 5",13.37,"Commuter","W1B 2HW",59,62.96,"BA","2:ii"
"2017/18","BACRI01F","BA Criminology FT","Level 6",13.37,"Commuter","W1B 2HW",58,53.85,"BA","2:ii"
"2017/18","BAJMC02F","BA Journalism FT","Level 4",0.59,"UoW Halls","HA1 3TP",51,55.42,"BA","2:ii"
"2016/17","BSBMS01F","BSc Biomedical Sciences FT","Level 5",14.67,"Commuter","W1W 6XH",66,66.67,"BSc","2:i"
"2017/18","BSBMS01F","BSc Biomedical Sciences FT","Level 6",14.67,"Commuter","W1W 6XH",65,48.1,"BSc","2:i"
"2017/18","BAPHT02F","BA Photography FT","Level 6",4.47,"Other inc. Private Halls","HA1 3TP",60,11.67,"BA","2:i"
"2017/18","BECSS01F","BEng Software Engineering FT","Level 4",6.39,"Other inc. Private Halls","W1W 6XH",88,97.06,"BEng","1st"
"2016/17","BAENG07F","BA English Literature FT","Level 6",6.15,"Other inc. Private Halls","W1B 2HW",70,68.92,"BA","1st"
"2016/17","BABSM06F","BA Business Management FT","Level 4",9.78,"Unknown","NW1 5LS",20,39.47,"BA","3rd"
"2016/17","BAPIR03F","BA Politics and International Relations FT","Level 4",3.29,"Other inc. Private Halls","W1B 2HW",68,44.71,"BA","2:i"
"2017/18","BAPIR03F","BA Politics and International Relations FT","Level 5",3.19,"Other inc. Private Halls","W1B 2HW",61,44.83,"BA","2:i"
"2017/18","BAJMC02F","BA Journalism FT","Level 4",3.78,"Other inc. Private Halls","HA1 3TP",62,45.12,"BA","2:i"
"2016/17","BLLAW02F","LLB Law FT","Level 6",9.94,"Commuter","W1B 2HW",60,71.74,"LLB","2:i"
"2017/18","BACRI01F","BA Criminology FT","Level 4",3.72,"Commuter","W1B 2HW",48,45.71,"BA","3rd"
"2016/17","BAARC01F","BA Architecture FT","Level 5",9.2,"Commuter","NW1 5LS",58,46.48,"BA","2:ii"
"2017/18","BAARC01F","BA Architecture FT","Level 6",9.2,"Commuter","NW1 5LS",66,14.12,"BA","2:i"
"2016/17","BSPSY01F","BSc Cognitive and Clinical Neuroscience FT","Level 5",1.34,"Other inc. Private Halls","W1W 6XH",75,52.17,"BSc","1st"
"2017/18","BSPSY01F","BSc Cognitive and Clinical Neuroscience FT","Level 6",1.34,"Other inc. Private Halls","W1W 6XH",72,70.31,"BSc","1st"
"2016/17","BAJMC02F","BA Journalism FT","Level 4",2.22,"UoW Halls","HA1 3TP",54,39.51,"BA","2:ii"
"2017/18","BAJMC02F","BA Journalism FT","Level 5",2.24,"UoW Halls","HA1 3TP",62,52.33,"BA","2:i"
"2016/17","BLLAW02F","LLB Law FT","Level 5",1.53,"Other inc. Private Halls","W1B 2HW",68,90.53,"LLB","2:i"
"2017/18","BLLAW02F","LLB Law FT","Level 6",1.53,"Other inc. Private Halls","W1B 2HW",64,77.78,"LLB","2:i"
"2017/18","BAJMC04F","BA Public Relations and Advertising FT","Level 6",54.99,"Unknown","HA1 3TP",52,32.43,"BA","2:ii"
"2017/18","BSPSY02F","BSc Psychology FT","Level 6",2.69,"Other inc. Private Halls","W1W 6XH",68,0,"BSc","2:i"
"2016/17","BSBMS01F","BSc Biomedical Sciences FT","Level 5",6.15,"Commuter","W1W 6XH",24,17.44,"BSc","3rd"
"2016/17","BAMRK01F","BA International Marketing FT","Level 6",4.49,"Commuter","NW1 5LS",64,74.68,"BA","2:i"
"2016/17","BSBMS02F","BSc Human and Medical Science FT","Level 5",24.41,"Unknown","W1W 6XH",65,61.54,"BSc","2:i"
"2017/18","BSBMS02F","BSc Human and Medical Science FT","Level 6",24.41,"Unknown","W1W 6XH",67,36.23,"BSc","2:i"
"2016/17","BABSM06F","BA Business Management FT","Level 4",2.34,"Other inc. Private Halls","NW1 5LS",65,64.86,"BA","2:i"
"2017/18","BABSM06F","BA Business Management FT","Level 5",2.34,"Other inc. Private Halls","NW1 5LS",51,55.84,"BA","2:ii"
"2016/17","BLLAW02F","LLB Law FT","Level 6",11.97,"Unknown","W1B 2HW",56,69.39,"LLB","2:ii"
"2017/18","BSPSY01F","BSc Cognitive and Clinical Neuroscience FT","Level 5",4.2,"Commuter","W1W 6XH",75,88.41,"BSc","1st"
"2016/17","BATFM01F","BA Film FT","Level 5",18.44,"Commuter","HA1 3TP",69,26.32,"BA","2:i"
"2017/18","BATFM01F","BA Film FT","Level 6",0.59,"UoW Halls","HA1 3TP",69,5.26,"BA","2:i"
"2016/17","BSMGM01F","BSc Computer Games Development FT","Level 5",2.23,"Other inc. Private Halls","W1W 6XH",55,27.38,"BSc","2:ii"
"2017/18","BSMGM01F","BSc Computer Games Development FT","Level 6",4.99,"Other inc. Private Halls","W1W 6XH",43,41.94,"BSc","3rd"
"2016/17","BABSM06F","BA Business Management FT","Level 6",8.73,"Commuter","NW1 5LS",65,78.38,"BA","2:i"
"2017/18","BABSM06F","BA Business Management FT","Level 4",6.07,"UoW Halls","NW1 5LS",55,75.34,"BA","2:ii"
"2017/18","BLLAW02F","LLB Law FT","Level 4",5.54,"Commuter","W1B 2HW",50,57.14,"LLB","2:ii"
"2016/17","BSACC01F","BSc Accounting FT","Level 4",10.17,"Unknown","NW1 5LS",82,75,"BSc","1st"
"2017/18","BSACC01F","BSc Accounting FT","Level 5",15.02,"Unknown","NW1 5LS",78,72,"BSc","1st"
"2016/17","BABSM06F","BA Business Management FT","Level 6",3.23,"Other inc. Private Halls","NW1 5LS",74,56.32,"BA","1st"
"2017/18","BAARC02F","BA Interior Architecture FT","Level 4",6.02,"Other inc. Private Halls","NW1 5LS",60,40.66,"BA","2:i"
"2016/17","BSNUT01F","BSc Human Nutrition FT","Level 4",6.64,"UoW Halls","W1W 6XH",40,68,"BSc","3rd"
"2017/18","BACRI01F","BA Criminology FT","Level 4",7.45,"Other inc. Private Halls","W1B 2HW",51,52.86,"BA","2:ii"
"2017/18","BABSM06F","BA Business Management FT","Level 4",8.7,"Commuter","NW1 5LS",61,65.28,"BA","2:i"
"2016/17","BAPHT02F","BA Photography FT","Level 4",0.59,"UoW Halls","HA1 3TP",65,30.68,"BA","2:i"
"2017/18","BAPHT02F","BA Photography FT","Level 5",0.82,"Other inc. Private Halls","HA1 3TP",66,23.75,"BA","2:i"
"2016/17","BLLAW02F","LLB Law FT","Level 5",15.19,"Commuter","W1B 2HW",69,90.43,"LLB","2:i"
"2017/18","BLLAW02F","LLB Law FT","Level 6",11.91,"Other inc. Private Halls","W1B 2HW",68,74.32,"LLB","2:i"
"2016/17","BALAN06F","BA Language and Other Disciplines FT","Level 4",3.74,"Commuter","W1B 2HW",60,66.3,"BA","2:i"
"2017/18","BALAN06F","BA Language and Other Disciplines FT","Level 5",3.74,"Commuter","W1B 2HW",57,58.7,"BA","2:ii"
